permissions,date,recording location,notes,speakers,tape accession no,film titles
,8/21/1990,PFA,,William K. Everson,4000 01 1055,I AM SUZANNEOVER SHE GOESHER MANHOME AND AWAY
,8/23/1990,PFA,,William K. Everson,4000 01 1056,EAST COAST PRODUCTIONDAVID HARUMNEVER LET GOA PLACE TO GOI MET A MURDERERTWO SINNERS
,8/26/1990,PFA,,William K. Everson,4000 01 1057,A PROGRAM OF SILENT COMEDIESDARK MIRROR
,8/29/1990,PFA,,William K. Everson,4000 01 1058,WE ARE FROM KRONSTADT TURKSIB
,9/6/1990,PFA,,Yvonne Rainer,4000 01 1059,PRIVILEGE
,9/7/1990,PFA,,Naum KleimanDavlat Khudonazarov,4000 01 1060,THE ROOF OF THE WORLDFIRST SPRING OF YOUTH
,9/8/1990,PFA,,Zdenek Sirovy,4000 01 1061,FUNERAL CEREMONIES
,9/14/1990,PFA,,Stephen Kovaks,4000 01 1062,LES VAMPIRES
,9/18/1990,PFA,,Matthias Mueller,4000 01 1063,FILMS BY ALTE KINDER
,9/22/1990,PFA,,Merata Mita,4000 01 1064,MANA WAKA
,9/24/1990,PFA,,Geoff Murphy,4000 01 1065,UTU
,9/25/1990,PFA,,Birgit Hein,4000 01 1066,KALI FILM: I SPIT ON YOUR GRAVE
,9/27/1990,PFA,,Dan Curry,4000 01 1067,OPEN TERRITORYSOUTHWESTERN BALLET
,10/4/1990,PFA,,Jonathan RobinsonDavid Rathod,4000 01 1068,INDIA (RE)VIEWED: SIGHT UNSEEN: COME WITH ME
,10/11/1990,PFA,,Doug Kahn,4000 01 1069,"SOUND TRACKING: SOUND, THE AVANT-GARDE, and MOVING PICTURES"
,10/18/1990,PFA,,Steve Fagin,4000 01 1070,THE MACHINE THAT KILLED BAD PEOPLE
,10/19/1990,PFA,,J.M. Winter,4000 01 1071,"J’ ACCUSE: FILM, NIGHTMARES, AND THE MEMORY OF WAR"
,10/22/1990,PFA,,Kidlat Tahimik,4000 01 1072,WHY IS YELLOW THE MIDDLE OF THE RAINBOW: A FILM IN FOUR PARTS
,11/1/1990,PFA,,Jim HartReg Davidson,4000 01 1073,I CALLED HER LOOTAS and BOX OF TREASURES
,11/6/1990,PFA,,David Rimmer,4000 01 1074,THE FILMS OF DAVID RIMMER
,11/18/1990,PFA,,Mel Gordon,4000 01 1075,"THE WORLD BELONGS TO US: “V & W Liberated Theatre: Slapstick on Edge of the Abyss"""
,11/29/1990,PFA,,Charlotte Jennings,4000 01 1076A,on her fathers films
,11/29/1990,PFA,,Bruce and Norman Yonemoto,4000 01 1076b,MADE IN HOLLYWOOD
,12/4/1990,PFA,,Herbert Reynolds,4000 01 1077,ROSE HOBARTLA PERLE
,12/6/1990,PFA,,Rob Nilsson,4000 01 1078,WORDS FOR THE DYING
,2/6/1991,PFA,,Rick Prelinger,4000 01 1079,THE RAINBOW IS YOURS
,2/7/1991,PFA,,Ishmael Reed,4000 01 1080,PERSONAL PROBLEMS (VOLUME II)
,2/14/1991,PFA,,Peter Adair,4000 01 1081,ABSOLUTELY POSITIVE
,2/19/1991,PFA,,Lynne Sachs,4000 01 1082,THE HOUSE OF SCIENCECOFFEE COLORED CHILDRENWATERMARKS
,2/21/1991,PFA,,Eder SantosBob Kaputoff,4000 01 1083,VIDEO BRAZILILe AIYE(THE HOUSE OF LIFE with EVERYONE I MET IN BRAzIL)
,2/26/1991,PFA,(tape missing),Linda Tadic,4000 01 1084,"SYSTEMS OF AUTHORITY, METHODS OF REPRESSIONCURRENT EVENTS"
,2/28/1991,PFA,,Tony Oursler,4000 01 1085,THE WORKS OF TONY OURSLER
,3/4/1991,PFA,,Ruby L. Oliver,4000 01 1086,LOVE YOUR MAMA
,3/10/1991,PFA,,David Thomson,4000 01 1087,HIS GIRL FRIDAY
,3/11/1991,PFA,,Steven Okazaki,4000 01 1088,LIVING ON TOKYO TIME
,3/18/1991,PFA,,Wayne Wang,4000 01 1089,LIFE IS CHEAP
,3/19/1991,PFA,,Abraham Ravett,4000 01 1090,EVERYTHING'S FOR YOU half sister
,3/30/1991,PFA,,Go RijuHitoshi Yazaki,4000 01 1091,ZAZIEAFTERNOON BREEZES
,4/4/1991,PFA,(tape missing),Patti Podesta,4000 01 1092,UNAUTHORIZED BIOGRAPHIES
,4/7/1991,PFA,,David Thomson,4000 01 1093,SOME LIKE IT HOT
,4/9/1991,PFA,,Tatsu Aoki,4000 01 1094,JIKKEN EIGA '90-'91: JAPANESE EXPERIMENTAL FILMS
,4/16/1991,PFA,,Larry Gottheim,4000 01 1095,MACHETE GILLETTE...mama YOUR TELEVISION TRAVELER
,4/23/1991,PFA,,Vivian OstrovskyMartine Rousset,4000 01 1096,RECENT FRENCH EXPERIMENTAL FILM
,4/26/1991,PFA,,Walter Murch,4000 01 1097,APOCALYPSE NOW
,4/28/1991,PFA,,Ernest Dickerson,4000 01 1098,AVA & GABRIELa love story
,4/28/1991,PFA,,Piotr Bikont,4000 01 1099,UP FROM THE UNDERGROUND:POLISH MEDIA NOW
,4/29/1991,PFA,,Monti AguirreGlenn Switkes,4000 01 2000,AMAZONIA: VOICES FROM THE RAIN FOREST
,4/29/1991,PFA,,Barbara Kopple,4000 01 2001,AMERICAN DREAM
,4/30/1991,PFA,,George Kuchar,4000 01 2002,LUST FOR ECSTACY
,4/30/1991,PFA,,Paul Carpita,4000 01 2003,RENDEZVOUS ON THE DOCKS
,5/1/1991,PFA,,Otar Iosseliani,4000 01 2004,AND THERE WAS LIGHT
,5/7/1991,PFA,,Arthur Peleshian,4000 01 2005,DISCOVERING ARTHUR PELESHIAN
,5/2/1991,PFA,,Yuri Mamin,4000 01 2006,SIDEBURNS
,5/5/1991,PFA,,Marlen Khutsiev,4000 01 2007,ILYICH'S GATE
,5/9/1991,PFA,,Karen Gevorkian,4000 01 2008,SPOTTED DOG RUNNING AT THE EDGE OF THE SEA
,6/5/1991,PFA,,Larry Bensky,4000 01 2009,finzan READS THE GULF WAR
,6/26/1991,PFA,,Marilyn Fabe,4000 01 2010,THE FILMS OF MAYA DEREN
,7/3/1991,PFA,,Melissa Gibbs,4000 01 2011,ALTERNATIVE REQUIREMENTS: RECENT FILMS FROM BAY FILM PROGRAMS
,7/6/1991,PFA,,Mark Cantor,4000 01 2012,JAZZ DANCE
,7/12/1991,PFA,,Barry Gifford,4000 01 2013,WILD AT HEARTThE DEVIL THUMBS A RIDE
,7/17/1991,PFA,,Portia Cobb,4000 01 2014,"MEMORY, MYTH, AND REALITY"
,7/25/1991,PFA,,Douglas Rosenberg,4000 01 2015,IF THEY COULD FLY: DANCE VIDEO
,7/31/1991,PFA,,Craig Baldwin,4000 01 2016,TRIBULATION 99
,,PFA,,Beverly Marx,4000 01 2017,MY HEART IS IN THE HOMEland
,,PFA,,William Nestrick,4000 01 2018,Lubitsch
,8/8/1991,PFA,,Jordan Biren,4000 01 2019,KILLING TIME
,9/3/1991,PFA,,William K. Everson,4000 01 2020,BRIEF ECSTASYTHE GREEKS HAD A WORD FOR THEMTHE NARROW TRAIL AND MORAN OF LADY LETTYTHE BLUE LIGHTTHE ROUGH AND THE SMOOTHCLOUDBURST
,9/6/1991,PFA,,William K. Everson,4000 01 2021,EVETHE PROWLER
,9/7/1991,PFA,,William K. Everson,4000 01 2022,CONTRABANDTHE EDGE OF THE WORLDSAILING ALONGTHE FINAL TEST
,9/17/1991,PFA,,Jurgen Reble,4000 01 2023,"SCHMELZDAHIN - ""MELTAWAY"" MOVIES: FILMS & PERFORMANCES"
,9/19/1991,PFA,,Cecilia Dougherty,4000 01 2024,COAL MINER'S GRANDDAUGHTER
,9/26/1991,PFA,,Reidar Jonsson,4000 01 2025,MY LIFE AS A DOG
,9/28/1991,PFA,,John Hanhardt,4000 01 2026,"ANDY WARHOL'S VIDEO & TELEVISION - Parts of FIGHT, WATER, & THE PAUL SWAN FILM"
,10/8/1991,PFA,,Angela Haardt,4000 01 2027,SELECTIONS FROM THE 37th INTERNATIONAL SHORT FILM FESTIVAL IN OBERHAUSEN
,10/15/1991,PFA,,Daniel Barnett,4000 01 2028,ENDLESSUNTOWARD ENDS
,10/29/1991,PFA,,J. Hoberman,4000 01 2029,FLAMING CREATURES
,11/1/1991,PFA,,Trinh T. Minh-ha,4000 01 2030,SHOOT FOR THE CONTENTS
,11/5/1991,PFA,,Donna Cameron,4000 01 2031,PAPER TRACES: COLLAGE ANIMATION
,11/15/1991,PFA,(public: music by Adrian Johnson),Paolo Cherchi UsaiAdrian Johnson,4000 01 2032,LUCKY STAR
,11/17/1991,PFA,,Awele Makeba,4000 01 2033,AFRICAN FOLK ARTS & STORYTELLING
,11/17/1991,PFA,,Lejf Marcussen,4000 01 2034,ANIMATED FILMS
,11/22/1991,PFA,"(public: Albert Johnson, host)",Ismail MerchantAlbert Johnson,4000 01 2035,AN EVENING WITH ISMAIL MERCHANT
,11/26/1991,PFA,,Louise O'Konor,4000 01 2036,SWEDISH AVANT-GARDE: THE EARLY PERIOD
,12/3/1991,PFA,,Olle Hedman,4000 01 2037,SWEDISH AVANT-GARDE CINEMA: THE SIXTIES
,12/10/1991,PFA,,Alan Berliner,4000 01 2038,INTIMATE STRANGER
,12/12/1991,PFA,,Kip Fulbeck,4000 01 2039,BANANA SPLIT
,1/30/1992,PFA,,Harun Farocki,4000 01 2040,AS YOU SEE
,2/4/1992,PFA,,Julie MurrayJay RosenblattGreta Snider,4000 01 2041,THE REPRESSED EXPRESSED
,2/5/1992,PFA,,Marlon Riggs,4000 01 2042,COLOR ADJUSTMENT
,2/13/1992,PFA,,Ulysses Jenkins,4000 01 2043,VIDEO: NATIVE NOTIONS
,2/18/1992,PFA,,Michael Snow,4000 01 2044,A CASING SHELVED and SEATED FIGURES
,2/21/1992,PFA,,Yuri Tsivian,4000 01 2045,ROMANOV TWILIGHT: PREREVOLUTIONARY RUSSIAN CINEMA OF YEVGENY BAUERTHE GIRL WITH THE HATBOXtHE PARISIAN COBBLER
,2/23/1992,PFA,,Yuri Tsivian,4000 01 2046,BED AND SOFACHILD OF THE BIG CITY
,3/3/1992,PFA,,Jon MoritsuguJacques BoyreauElizabeth Canning,4000 01 2047,HIPPY PORN
,3/5/1992,PFA,,Beth B,4000 01 2048,THE ABSENCE OF AMNESIA: VIDEO BY BETH B
,3/6/1992,PFA,,Julianne Burton,4000 01 2049,LATIN AMERICAN CINEMA
,3/10/1992,PFA,,Roddy Bogawa,4000 01 2050,SOME DIVINE WIND
,3/11/1992,PFA,,Suzie Bauer,4000 01 2051,WARRIOR: THE LIFE OF LEONARD PELTIER
,3/17/1992,PFA,,Michael Gitlin Joe Gibbons,4000 01 2052,CONFESSIONS AND REMEMBRANCES
,3/18/1992,PFA,,Luis Valdovino,4000 01 2053,ALIENS ARE US
,4/8/1992,PFA,,Jean-Pierre Gorin,4000 01 2054,MY CRASY LIFE
,4/9/1992,PFA,,Nidhi Singh,4000 01 2055,"KHUSH REFUGEES, JAREENA: PORTRAIT OF A HIJDA KHUSH"
,4/16/1992,PFA,,Michel Ocelot,4000 01 2056,THE HAND-MADE FAIRY TALES OF MICHEL OCELOT
,4/25/1992,PFA,,Dmitry Astrakhan,4000 01 2057,GET THEE OUT
,4/27/1992,PFA,,Elia SuleimanMaj Wechselmann,4000 01 2058,A JUST WAR HOMAGE BY ASSASSINATION
,4/28/1992,PFA,,Sarunas Bartas,4000 01 2059,THREE DAYS
,4/28/1992,PFA,,Ernie Gehr,4000 01 2060,AN EVENING WITH ERNIE GEHR
,4/30/1992,PFA,,Péter Forgács,4000 01 2061,PRIVATE HUNGARY
,5/2/1992,PFA,,Gillies Mackinnon,4000 01 2062,THE GRASS ARENA
,5/3/1992,PFA,,Helke Sander,4000 01 2063,LIBERATORS TAKE LIBERTIES
,5/5/1992,PFA,,Cheik Doukoure,4000 01 2064,EBONY WHITE
,5/6/1992,PFA,,Daniele Luchetti,4000 01 2064a,The yes-man
,5/31/1992,PFA,,Ken Jacobs,4000 01 2065,KEN JACOBS PRESENTS SUB-CINEMA
,6/4/1992,PFA,,Henning Carlsen,4000 01 2066,HUNGERDILEMMA
,6/30/1992,PFA,,Richard Lerman,4000 01 2067,THE SOUNDS OF THE EVERYDAY
,7/17/1992,PFA,,Thierry JousseNicolas Saada,4000 01 2068,CAHIERS DU CINEMA
,8/17/1992,PFA,,Errol Morris,4000 01 2069,BRIEF HISTORY OF TIME
,8/18/1992,PFA,,Henrietta FischerAgnes Fischer,4000 01 2070,THE WOMAN BEFORE ME
,8/20/1992,PFA,,William K. Everson,4000 01 2071,THE LAWLESSOBSESSIONTHE MAN BEHIND THE MASKGHOST SHIP
,8/22/1992,PFA,,William K. Everson,4000 01 2072,SCREAM OF FEARTHE GREEN COCKATOOWHILE PARIS SLEEPSPATHS TO PARADISEHANDSUP!CHANGING HUSBANDSTRICK FOR TRICKSURPRISE PRE-CODE COMEDYTHE LOST CHORD
,8/26/1992,PFA,,William K. Everson,4000 01 2073,RESISTING ENEMY INTERROGATIONTHE MAN I MARRIEDHAPPY LAND
,8/27/1992,PFA,,Stephen Roszell,4000 01 2074,ROSA MYSTICA
,9/1/1992,PFA,,Britta Sjogren,4000 01 2075,JO-JO AT THE GATE OF THE LIONS
,10/17/1993,PFA,,Donald Richie,4000 01 2149,Lecture
yes,10/18/1993,PFA,,Timothy Asch,4000 01 2150,A Tribute to Timothy Asch
,10/23/1993,PFA,,Sam Arkoff,4000 01 2151,AIP Trailers
,10/26/1993,PFA,,Jerry Tartaglia,4000 01 2152,Normal Love
,10/28/1993,PFA,,Homer Flynn & John Sanbourn,4000 01 2153,Freak Show CD-ROM The Residents
yes,11/2/1993,PFA,,Tatsu Aoki,4000 01 2154,Japanese Experimental Film
,11/5/1993,PFA,,Russell Merritt,4000 01 2155,D.W. Griffith
,11/5/1993,PFA,,Stephen Gong,4000 01 2156,The Tong Man
,11/7/1993,PFA,,Lida Ehrlich,4000 01 2157,Dharma Lecture
yes,11/7/1993,PFA,,Lida Ehrlich,4000 01 2158,Why Has Bodhi Dharma Left for the East?
,11/9/1992,PFA,,"Susanne Fairfax, Lisa Austin, & Elise Hurwitz",4000 01 2159,Post Modern Sisters/Interior Landscapes
,11/12/1993,PFA,,Edward De Grazia,4000 01 2160,I Am Curious Yellow
,11/16/1993,PFA,,Carla Liss,4000 01 2161,Fluxus Films
yes,11/23/1993,PFA,,Ted Pushinsky,4000 01 2162,Buggies
,11/30/1993,PFA,,,4000 01 2163,Young Artists of the Bay Area
,12/3/1993,PFA,,Leonard Leff,4000 01 2164,Who's Afraid of Virginia Woolf?
,12/5/1993,PFA,,David Desser,4000 01 2165,"Women, Nature, and the Transcendent"
,,PFA,,Larry Bensky,4000 01 2166,Underground
,,PFA,,J. Hoberman,4000 01 2167,Flaming Creatures & Scorpio Rising
,,PFA,,James Forsher,4000 01 2168,Unseen Hollywood: A Lurid Lecture
,,PFA,,Michael Donnelly,4000 01 2169,Mexican Cinema
no form,1/15/1994,PFA,,Michael Donnelly,4000 01 2170,Mexican Cinema: That's the Point & Tender Little Pumpkins
no form,1/26/1994,PFA,,Gretchen Stoeltje,4000 01 2171,Arm Around Moscow
yes,2/2/1994,PFA,,D. Scott Hessels & P. James Keitel,4000 01 2172,on same tape as 2173
yes,2/2/1994,PFA,,D. Scott Hessels & P. James Keitel,4000 01 2173,on same tape as 2172
yes,2/8/1994,PFA,,Elise Hurwitz,4000 01 2174,I Raise My Arm
no form,2/9/1994,PFA,,Christine Tamblyn,4000 01 2175,"She Loves It, She Loves It Not"
no form,2/12/1994,PFA,,David Thomson,4000 01 2176,Intro to Made in Britain
no form,2/1/1994,PFA,,Kurt Kren,4000 01 2177,Tourist in the Universe
no form,2/24/1994,PFA,,Dusan Makavejev,4000 01 2178,
no form,2/26/1994,PFA,,Dusan Makavejev,4000 01 2179,Man is Not a Bird & Love Affair
yes,3/4/1994,PFA,,Gurinder Chada,4000 01 2180,Acting Our Age
yes,3/5/1994,PFA,,Lawrence Chua,4000 01 2181,Out Of Focus: Gender Roles in Contemporary Asian Cinema (tape1)
yes,3/5/1994,PFA,,Lawrence Chua,4000 01 2182,Out Of Focus: Gender Roles in Contemporary Asian Cinema (tape 2)
no form,3/7/1994,PFA,"(public: Filmmakers: M.G. Magnaye, J. Cheng, J. Lee, E. Swat)",,4000 01 2183,Four San Francisco Filmakers
no form,3/7/1994,PFA,,Jon Moritsugu,4000 01 2184,Terminal USA
no form,3/8/1994,PFA,,Abraham Ravett,4000 01 2185,
yes,3/10/1994,PFA,,Barry Purves,4000 01 2186,British Animation
no form,3/11/1994,PFA,,Dusan Makavejev,4000 01 2187,"WR: Mysteries of the Organism, Sweet Movie"
yes,3/15/1994,PFA,,Chick Strand,4000 01 2188,Speaking of/from the Body
no form,3/18/1994,PFA,,Mel Gordon,4000 01 2189,Ausdruckstanz & Body Kultur of Weimar Germany
yes,3/22/1994,PFA,,Nina Fonoroff,4000 01 2190,
yes,3/23/1994,PFA,,Michael Renov,4000 01 2191,One on One: The Prison Connection
no form,3/16/1994,PFA,,Michael Tracy,4000 01 2192,"Flower Warrior, Xochitl Tlaye Cogani"
yes,4/4/1994,PFA,,Rosa Linda Fregoso,4000 01 2193,"Greaser Films, Trial"
yes,4/5/1994,PFA,,Jeffrey Skoller,4000 01 2194,
no form,4/11/1994,PFA,,Rosa Linda Fregoso,4000 01 2195,Born in East LA-Intro
yes,4/19/1994,PFA,,Michael Maziere,4000 01 2196,Recent British Film & Recent British Videos
yes,4/23/1994,PFA,,Tatsuya Nakadai,4000 01 2197,Harakiri
yes,4/25/1994,PFA,,Jed Riffe,4000 01 2198,"Ishi, The Last Yahi"
yes,4/30/1994,PFA,,Peter Sehr,4000 01 2199,
yes,5/1/1994,PFA,,Shu Lea Cheang,4000 01 2200,Fresh Kill (SFIFF)
yes,5/1/1994,PFA,,Zhang Yuan,4000 01 2201,Bejing Bastards (SFIFF)
yes,5/2/1994,PFA,,Kelly Reichardt,4000 01 2202,River of Grass (SFIFF)
yes,5/2/1994,PFA,,Pawel Paulikowski,4000 01 2203,Dostoyevski's Travels (SFIFF)
yes,5/3/1994,PFA,,Philippe Collin,4000 01 2204,The Last Days of Emmanuel Kant (SFIFF)
yes,5/3/1994,PFA,,Andras Szoke,4000 01 2205,the Little Mole (SFIFF)
yes,5/6/1994,PFA,,Heddy Honigmann,4000 01 2206,Metal and Melancholy SFIFF)
no form,5/7/1994,PFA,,Naum Kleiman,4000 01 2207,Once at Night-intro (SFIFF)
yes,5/7/1994,PFA,,Artur Aristakisian,4000 01 2208,Palms (SFIFF)
yes,5/10/1994,PFA,,Robert Kramer,4000 01 2209,Starting Place & The People's War (SFIFF)
yes,5/10/1994,PFA,,Semian Arandvich,4000 01 2210,Year of the Dog (SFIFF)
yes,5/11/1994,PFA,,Nedzad Begovic,4000 01 2211,Survival Brew (SFIFF)
no form,5/12/1994,PFA,,Jolata Dylenska,4000 01 2212,Chronicle of the Warsaw Ghetto (SFIFF)
no form,5/12/1994,PFA,,Kornilijus Maiuzevicius,4000 01 2213,Illusions (SFIFF)
no form,5/19/1994,PFA,,Audie Bock,4000 01 2214,Shiro Toyoda's  Marital Relations
no form,6/1/1994,PFA,,Michael Donnelly,4000 01 2215,"Woman in Love, Hidden River"
no form,6/7/1994,PFA,,Erin Sax,4000 01 2216,
no form,6/10/1994,PFA,,Gregg Bordowitz,4000 01 2217,
yes,6/11/1994,PFA,,Greg Mehrten,4000 01 2218,Ron Vawter Tribute
no form,6/11/1994,PFA,,Isaac Julien,4000 01 2219,A Darker Side of Black
no form,6/12/1994,PFA,,Riyad Vinci Wadia,4000 01 2220,Fearless: The Hunterwali Story
no form,7/8/1994,PFA,,Marilyn Fabe,4000 01 2221,Return to the Mother: Hitchcock's Psycho
no form,7/13/1994,PFA,,Jim Ludtke & Jeff Cretcher,4000 01 2222,The Voyager Company & Wrath of the Gods
no form,7/20/1994,PFA,,William Nestrick,4000 01 2223,Penis Dentatus: Cobra Woman
no form,7/27/1994,PFA,,Jim Petrillo & Elise Baldwin,4000 01 2224,Cinemavolta: CD-ROM & Four Paws of the Crab: CD-Rom
no form,7/29/1994,PFA,,Marilyn Fabe,4000 01 2225,
yes,8/10/1994,PFA,,Carol Clover,4000 01 2226,The Exorcist
yes,8/11/1994,PFA,,Robin Allan,4000 01 2227,Pinocchio & the Art of GusTaf Tenggren (tAPE 1)
yes,8/11/1994,PFA,,Robin Allan,4000 01 2228,Pinocchio & the Art of Gustaf Tenggren (TAPE 2)
no form,8/21/1994,PFA,,William K. Everson,4000 01 2229,
no form,8/23/1994,PFA,,William K. Everson,4000 01 2230,
no form,8/24/1994,PFA,,William K. Everson,4000 01 2231,Ronald Colman Films
no form,8/25/1994,PFA,,William K. Everson,4000 01 2232,Price of Pleasure/Charley Chase
no form,8/26/1994,PFA,,William K. Everson,4000 01 2233,Post-War German Cinema
no form,8/27/1994,PFA,,Richard Gordon & William K. Everson,4000 01 2234,A Tribute to Orson Welles (Plus WKE presents Rare Thrillers)
yes,8/30/1994,PFA,,Adrian Velicescu & Jon Moritsugu,4000 01 2235,TV Families Part 1
yes,8/30/1994,PFA,,Claire Aguilar,4000 01 2236,TV Families Part 2
no form,9/27/1994,PFA,,Tom Di Maria,4000 01 2237,Tom's Flesh
no form,9/27/1994,PFA,,Julia Tell,4000 01 2238,She's Just Growing Up
no form,9/28/1994,PFA,,William K. Everson,4000 01 2239,
no form,9/28/1994,PFA,tape missing??,George Kuchar,4000 01 2240,Video Postcards
yes,10/5/1994,PFA,,Nora LigoranoMarshall Reese,4000 01 2241,Collaborative Works
yes,10/12/1994,PFA,,Jonathan Robinson,4000 01 2242,Sight Unseen: A Travellog
yes,10/13/1994,PFA,tape missing??,Veve Clark,4000 01 2243,Divine Horsemen
yes,10/18/1994,PFA,,Steve Anker,4000 01 2244,Kubelka and Kren
no form,10/25/1994,PFA,,Ernie Gehr,4000 01 2245,"Serene Velocity, Table, Reverb"
yes,10/30/1994,PFA,,Robert Stam,4000 01 2246,The Given Word
yes,11/15/1994,PFA,,Phil Solomon,4000 01 2247,An Exquisite Hour
yes,11/16/1994,PFA,,Dana Sachs,4000 01 2248,Which Way is East?
no form,11/17/1994,PFA,,William Nestrick,4000 01 2249,Dante's Inferno
no form,11/29/1994,PFA,(public: Artists in person),,4000 01 2250,Alternative Requirements
no form,1/14/1995,PFA,,Seymour Chatman,4000 01 2251,8 1/2
no form,1/17/1995,PFA,tape missing??,Martin ArnoldSteve Anker,4000 01 2252,Material and  Sensation: An Overview
no form,1/18/1995,PFA,,Mike Wilkins,4000 01 2253,Hunters and Gatherers
no form,1/22/1995,PFA,tape missing??,Gavriel Moses,4000 01 2254,The Clowns
no form,1/24/1995,PFA,tape missing??,Steve Anker,4000 01 2255,The Primacy of Form: Kubelka and Kren
yes,1/25/1995,PFA,,Bette Jean Bullert,4000 01 2256,Earl Robinson: Ballad of an American
yes,1/28/1995,PFA,,Henry Medina,4000 01 2257,Mambo Madness
no form,1/31/1995,PFA,tape missing??,Steve Anker,4000 01 2258,Place/Replacement
yes,2/7/1995,PFA,,Peter Wollen,4000 01 2259,"Imagining October, L'Age D'Or"
yes,2/8/1995,PFA,,Kutleug Ataman,4000 01 2260,The Serpent's Tale
no form,2/11/1995,PFA,tape missing??,Albert Johnson,4000 01 2261,Ginger and Fred
yes,2/14/1995,PFA,,Tatsu Aoki,4000 01 2262,Jikken Eiga
no form,2/16/1995,PFA,tape missing?? (public: Student filmmakers in person.),,4000 01 2263,
yes,2/21/1995,PFA,,Jay Rosenblatt,4000 01 2264,Nights Without Art
no form,2/22/1995,PFA,"(public: Speakers: J. Finley, M. Nanji, C. Dannenbaum)",,4000 01 2265,"Conversations Across the Bosphorous, Voices of the Morning, Haji"
no form,2/23/1995,PFA,,Cecilia Dougherty,4000 01 2266,My Failure to Assimilate
yes,2/28/1995,PFA,,Peggy Ahwesh,4000 01 2267,Fragments Project
no form,3/2/1995,PFA,tape missing?? (public: UCB student filmmakers in person.),,4000 01 2268,
yes,3/5/1995,PFA,,Eric Rentschler,4000 01 2269,"Lucky Kids, The Prodigal Son"
yes,3/7/1995,PFA,,Laura Hyuni KangElaine KimMoira RothLarry Rinder,4000 01 2270,The Films of Theresa Hak Kyung Cha
yes,3/9/1995,PFA,,Jan Oxenberg,4000 01 2271,A Comedy in Six Unnatural Acts
yes,3/15/1995,PFA,,Van McElwee,4000 01 2272,Folded Follies
yes,3/20/1995,PFA,,Isaac Julien,4000 01 2273,A Darker Side of Black
yes,3/21/1995,PFA,,David MacDougall,4000 01 2274,Tempus de Baristas
yes,3/22/1995,PFA,,Péter Forgács,4000 01 2275,Notes of a Lady
yes,3/23/1995,PFA,,Isaac Julien,4000 01 2276,Looking for Langston
no form,4/4/1995,PFA,,Craig Baldwin,4000 01 2277,Sonic Outlaws
no form,4/5/1995,PFA,,Brian Danitz,4000 01 2278,"If You Lived Here, You'd be Home by Now"
yes,4/6/1995,PFA,,Robert Kinney,4000 01 2279,The Maids
no form,4/11/1995,PFA,,Gunvor NelsonDorothy Nelson,4000 01 2280,Old DIgs
no form,4/12/1995,PFA,tape missing??,Margaret Norse,4000 01 2281,The Virtual City
no form,4/17/1995,PFA,,Lourdes Portillo Rosa linda Fregoso,4000 01 2282,The Devil Never Sleeps
yes,4/18/1995,PFA,,Lucia Grossberger-Morales,4000 01 2283,Sangre Boliviana
no form,4/18/1995,PFA,tape missing??,Celine Salazar PerrenasFatima Tobing Rony,4000 01 2284,Women of Color
yes,4/19/1995,PFA,,Maria Luisa Mendonca,4000 01 2285,Everyday Art
yes,4/20/1995,PFA,,Cheryl Dunye,4000 01 2286,Janine
no form,4/21/1995,PFA,,Desi Del ValleJoyce LeeJocelyn Taylor,4000 01 2287,
yes,4/23/1995,PFA,,Arturo Ripstein,4000 01 2288,La Reina de la Noche
no form,4/23/1995,PFA,,Otto Tausig,4000 01 2289,Bye Bye America
yes,4/27/1995,PFA,,Vincent Monnikendam,4000 01 2290,Maother Dao-The Turtlelike (SFIFF)
no form,4/29/1995,PFA,,Jack Vincent,4000 01 2291,Black Is Black Ain't (SFIFF)
full,4/30/1995,PFA,,Moufida Tlatli,4000 01 2292,The Silences of the Palace (SFIFF)
no form,5/1/1995,PFA,,Julio Garcia Espinosa,4000 01 2293,Reina y Rey (SFIFF)
no form,5/2/1995,PFA,,Claire Denis,4000 01 2294,US Go Home
no form,5/3/1995,PFA,,Dominic Angerame,4000 01 2295,Premonition
yes,5/3/1995,PFA,,Pascal Aubier,4000 01 2296,The Son of Gascogne
no form,5/8/1995,PFA,tape missing?? (public: UCB student filmmakers in person.),,4000 01 2297,Eisner Competition
no form,5/30/1995,PFA,tape missing??,Larry Reed,4000 01 2298,Wayang Bali
yes,5/31/1995,PFA,,Kathy Katz,4000 01 2299,The Farm
,6/15/1995,PFA,,Jean-Pierre Filiu,4000 01 2300,Presenting Edith Kramer with Chevalier de l’Ordre des Arts et des Lettres from the French Govt.
,6/25/1995,PFA,,,4000 01 2301,Jewish Video Competition
,7/12/1995,PFA,,Marshall Gaddis,4000 01 2302,Bell Diamond
yes,7/26/1995,PFA,,Ruth Leitman,4000 01 2303,"Wild Wood, New Jersey"
yes,7/31/1995,PFA,,Pam Grier,4000 01 2304,Foxy Brown
no form,8/9/1995,PFA,,Peter d’Agostino,4000 01 2305,Traces and Other Works
yes,9/5/1995,PFA,,William Moritz,4000 01 2306,Reconstructing the 20th Century
yes,9/6/1995,PFA,,Doug Hall,4000 01 2307,"American Video Art, 1978-88"
yes,9/7/1995,PFA,,Sharon Rivo,4000 01 2308,Laughter Through Tears
no form,9/11/1995,PFA,,Maureen Gosling,4000 01 2309,A Skirt Full of Butterflies
yes,9/26/1995,PFA,,David E. James,4000 01 2310,Avant-Garde Film in L.A.
