piction ID,filename,event ID,permissions,iso 8601,day,month,year,recording location,pfa series,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18,Born-digital status,digitizer,file size
,,00001,,1978-12-05T00:00:00Z,05,12,1978,PFA,,,,,230,,Louis Hock,,,,,,,,,,,,MISSISSIPPI ROLLS,PACIFIC TIME,,,,,,,,,,,,,,,,,Analog tape,,
,,00002,,1978-12-12T00:00:00Z,12,12,1978,PFA,,,,,231,,Lorraine Gray,Ginora Johnson,,,,,,,,,,,WITH BABIES AND BANNERS,,,,,,,,,,,,,,,,,,Analog tape,,
,,00003,,1978-12-13T00:00:00Z,13,12,1978,PFA,,,,,232,,Ron Maiberg,,,,,,,,,,,,MASADA MIGHT FALL AGAIN,,,,,,,,,,,,,,,,,,Analog tape,,
,,00004,,1979-01-11T00:00:00Z,11,01,1979,PFA,,,,,233,,Mary Woronov,,,,,,,,,,,,HOLLYWOOD BLVD.,SUGAR COOKIES,,,,,,,,,,,,,,,,,Analog tape,,
,,00005,,1979-01-12T00:00:00Z,12,01,1979,PFA,,,,,234,,Barbara Steele,,,,,,,,,,,,BLACK SUNDAY,CASTLE OF BLOOD,8 1/2,YOUNG TOPLESS,,,,,,,,,,,,,,,Analog tape,,
,,00006,,1979-01-14T00:00:00Z,14,01,1979,PFA,,,,,235,,Albert Johnson,,,,,,,,,,,,GIRL CRAZY,PRESENTING LILY MARS,,,,,,,,,,,,,,,,,Analog tape,,
,,00007,,1979-01-15T00:00:00Z,15,01,1979,PFA,,,,,236,,William K. Everson,,,,,,,,,,,,GOLDEN DAWN,HEARTS IN DIXIE,,,,,,,,,,,,,,,,,Analog tape,,
,,00008,,1979-01-16T00:00:00Z,16,01,1979,PFA,,,,,237,,William K. Everson,,,,,,,,,,,,THE BAT WHISPERS,THE GHOUL,THE UNDYING MONSTER,,,,,,,,,,,,,,,,Analog tape,,
,,00009,,1979-01-17T00:00:00Z,17,01,1979,PFA,,,,,238,,William K. Everson,,,,,,,,,,,,BRIEF ECSTASY,SEVEN SINNERS,NON-STOP NEW YORK,,,,,,,,,,,,,,,,Analog tape,,
,,00010,,1979-01-18T00:00:00Z,18,01,1979,PFA,,,,,239,,William K. Everson,,,,,,,,,,,,THE DARE DEVIL REPORTER,THE HOLE IN THE WALL,THE ROAD BACK,,,,,,,,,,,,,,,,Analog tape,,
,,00011,,1979-01-20T00:00:00Z,20,01,1979,PFA,,,,,240,,William K. Everson,,,,,,,,,,,,IT’S A GIFT,SONS OF THE DESERT,,,,,,,,,,,,,,,,,Analog tape,,
,,00012,,1979-01-23T00:00:00Z,23,01,1979,PFA,,BEFORE ITALIAN NEO-REALISM 1860,,,241,,Andriano Apra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,00013,,1979-01-23T00:00:00Z,23,01,1979,PFA,,,and poetry,,242,,Kath Walker,,,,,,,,,,,,SHADOW SISTER,,,,,,,,,,,,,,,,,,Analog tape,,
,,00014,,,,,,PFA,,,,Same (Side B only),243,,Kath Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,00015,,1979-01-02T00:00:00Z,02,01,1979,PFA,,,,,241,,Jean-Pierre Gorin,,,,,,,,,,,,TWICE UPON A TIME,,,,,,,,,,,,,,,,,,Analog tape,,
,,00016,,1979-01-24T00:00:00Z,24,01,1979,PFA,,,,,245,,Jim Szalapski,,,,,,,,,,,,OUTLAW COUNTRY,,,,,,,,,,,,,,,,,,Analog tape,,
,,00017,,1979-01-26T00:00:00Z,26,01,1979,PFA,,,,,246,,Andriano Apra,,,,,,,,,,,,I’LL ALWAYS LOVE YOU,,,,,,,,,,,,,,,,,,Analog tape,,
,,00018,,,,,,Wheeler Auditorium,,,,,247,,Josh Hanig,David Davis,,,,,,,,,,,SONG OF THE CANARY,,,,,,,,,,,,,,,,,,Analog tape,,
,,00019,,1979-01-31T00:00:00Z,31,01,1979,PFA,,,,,248,,Andriano Apra,,,,,,,,,,,,AN ADVENTURE OF SALVATORE ROSA,,,,,,,,,,,,,,,,,,Analog tape,,
,,00020,,1979-02-01T00:00:00Z,01,02,1979,PFA,,,,,249,,Gonzalo Herralde,,,,,,,,,,,,THE PEDRABLES MURDER RACE,THE SPIRIT OF FRANCO,,,,,,,,,,,,,,,,,Analog tape,,
,,00021,,1979-02-02T00:00:00Z,02,02,1979,PFA,,,,,250,,Andriano Apra,,,,,,,,,,,,LA SIGNORA DI TUTTI,,,,,,,,,,,,,,,,,,Analog tape,,
,,00022,,1979-02-06T00:00:00Z,06,02,1979,PFA,,THE UNKNOWN ITALIAN CINEMA,lecture,,251,,Andriano Apra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,00023,,1979-02-07T00:00:00Z,07,02,1979,Wheeler Auditorium,,,,,252,,Barbet Schroeder,,,,,,,,,,,,KOKO-A TALKING GORILLA,,,,,,,,,,,,,,,,,,Analog tape,,
,,00024,,1979-02-12T00:00:00Z,12,02,1979,PFA,,,,,253,,Alejandro Grattan,,,,,,,,,,,,ONLY ONCE IN A LIFETIME,,,,,,,,,,,,,,,,,,Analog tape,,
,,00025,,1979-02-13T00:00:00Z,13,02,1979,PFA,,,,,254,,Michael Rubbo,,,,,,,,,,,,ZOLZHENITSYN’S CHILDREN,WAITING FOR FIDEL,,,,,,,,,,,,,,,,,Analog tape,,
,,00026,,1979-02-14T00:00:00Z,14,02,1979,PFA,,,,,255,,Michael Rubbo,,,,,,,,,,,,I HATE TO LOSE,LOG HOUSE,THE WALLS COME TUMBLING DOWN,,,,,,,,,,,,,,,,Analog tape,,
,,00027,,1979-02-15T00:00:00Z,15,02,1979,PFA,,,,,256,,Michael Rubbo,,,,,,,,,,,,THE MAN WHO CAN’T STOP,PERSISTENT & FINAGLING,,,,,,,,,,,,,,,,,Analog tape,,
,,00028,,1979-02-16T00:00:00Z,16,02,1979,PFA,,,,,257,,Costa Werner,,,,,,,,,,,,THOMAS GRAAL’S BEST FILM,TO KILL A CHILD,THE TRAIN,,,,,,,,,,,,,,,,Analog tape,,
,,00029,,1979-02-17T00:00:00Z,17,02,1979,PFA,,,,,258,,Michael Rubbo,,,,,,,,,,,,WET EARTH AND WARM PEOPLE,ZOLZHENITSYN’S CHILDREN,,,,,,,,,,,,,,,,,Analog tape,,
,,00030,,1979-02-20T00:00:00Z,20,02,1979,PFA,,,,,259,,Michael Rubbo,,,,,,,,,,,,I AM AN OLD TREE,SAD SONG OF YELLOW SKIN,,,,,,,,,,,,,,,,,Analog tape,,
,,00031,,1979-03-06T00:00:00Z,06,03,1979,PFA,,,,,260,,Jon Jost,,,,,,,,,,,,CHAMELEON,,,,,,,,,,,,,,,,,,Analog tape,,
,,00032,,1979-01-26T00:00:00Z,26,01,1979,PFA,,,,,261,,Haile Gerima,,,,,,,,,,,,BUSH MAMA,HARVEST: 3000YEARS,,,,,,,,,,,,,,,,,Analog tape,,
,,00033,,1979-02-27T00:00:00Z,27,02,1979,PFA,,HIS FILMS,,,262,,Richard Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
